text,label,label_id
TONAKHOLO e fetohile karolo ea 'net',positive,2
Monna o thabile haholo ho ba lepolesa.,negative,0
Ha ho hlokahale hore u rapele Molimo.,negative,0
Pelo ea mosali e tletse bophelo.,negative,0
Mapolesa a le bohareng ba nyeoe ea polao.,negative,0
"Sheba Utloang ke ""lengeloi la kotulo e 'meli"".",negative,0
Ho fumanoe bana ba bane ba ratana le monna.,negative,0
Letsatsi la lenyalo la batsoali ba tla tloha ka la 1 ho isa ho la 1 Phupu 2023,negative,0
Ntlo ea Baemeli ke ntlo e phahameng ka ho fetisisa ea Paramente.,negative,0
Letlole la Tšepo le Copperfields.,positive,2
Mapolesa a ntse a leka ho fumana le ho tšoara basali ba seng bakae ba bacha.,negative,0
Ea pele ke SHOELLA MEPHATONG.,negative,0
Mapolesa a hapile setulo sa mosque.,negative,0
Kenya School of Public Health ke sesole sa mapolesa.,positive,2
Mokhoa oa ho fumana 'mala oa pente le' mala oa pente.,negative,0
Bibele ke buka ea bohlale le bohlale.,negative,0
TSOA-Nothing e bala khoutu ea SECHABA.,negative,0
"""MOSESE o fana ka litiiso ka lidolara tse likete tse lekholo"".",positive,2
MONGA' SOMETHING CHOFELA O BATLA M3 MILION ke kofi e turang ka ho fetisisa lefatšeng.,negative,0
Mapolesa a ntse a batlisisoa.,positive,2
TONAKHOLU o 'nile a latela litšobotsi tsena ka lilemo tse ngata.,positive,2
SELAKHUOENG MOSALE e ile ea fumanoa e le senotlolo sa ts'ireletso ea toropo.,negative,0
The BAKULI BATLO ke tšokelo e sa feleng ho lefatše.,negative,0
Buka ea Ntoa ea Machaba ea Amerika ea boipuso,neutral,1
Ea pele ke buka e buang ka ho bala ka Senyesemane.,negative,0
'Me seo u se jang.,positive,2
MOLISANA O'BOLOA A LOOSELITSE LEBOBONG ke lelapa la libapali tsa bolo ea maoto tse tsoang Lejo le LENG.,negative,0
Moses o lilemo li 17 'me o ithabisa haholo.,negative,0
Metsi le metsi a ntse a futhumetse.,positive,2
Ntate-moholo o lula US.,negative,0
Moshanyana ea lilemo li 12 o fumanoe ka lehaheng.,negative,0
Lisele le hlooho ea TORONKONG,negative,0
TONAKHOLO O'S SOUTS o bua leshano kapa o fana ka karabo e nyane potsong ea hae.,positive,2
Tšusumetso ea letsatsi le letsatsi bophelong ba bana,positive,2
Enjene ea koloi e ntse e sebetsa.,negative,0
Bopaki ba hore mapolesa a rona a teng bo hlakile.,positive,2
Mosali e monyane ka ho fetisisa lefatšeng ke lekhoba la puso ea molao.,positive,2
TONAKHOLO ke lijo tsa batho ba toropo.,positive,2
Bophelo bo thata le bo tletseng mathata.,negative,0
Lefatše lohle le tletse bokhopo.,negative,0
Mookameli o tla ba mookameli oa holo.,negative,0
Molemo ka ho fetisisa papaling ea kajeno.,positive,2
Sehlooho sa buka ke se bolelang sehlooho sa buka.,neutral,1
Lentsoe la Morena le bohlokoa haholo mona.,negative,0
Monna ke monna ea leng mosuoe.,negative,0
Ho hakanngoa hore baahi ba lefatše ba limilione ba phela bofutsaneng.,positive,2
Bana bao u ba ratang ba tla shoa.,negative,0
Mapolesa a sebetsa ho tiisa molao.,positive,2
Morena oa Marena o entse hore batho ba bangata ba thabe.,negative,0
Ke batla ho ba ralipolotiki le ralipolotiki.,negative,0
Batho ba TONAKHOLO ba molemo ho feta Hanong.,negative,0
BATHO HA BA BITSE Leseli la Moshe 'Leseli la monna ea bolailoeng nakong ea merusu ea lipolotiki',positive,2
Mapolesa a 'nile a qosoa ka ho hloela litho tsa lelapa Poland.,negative,0
Sepolesa se tšoaroa ka lebaka la polao ea monna.,negative,0
Batho ba phelang lefatšeng ba nang le bokooa,negative,0
SEHOAI SE KHAKHATHETSOE o shoele ka lebaka la ho ba MOSI oa KAJENO.,negative,0
Bona palo ea liteishene tsa mapolesa.,neutral,1
Mapolesa a rapella bohle.,positive,2
Kofi ke khetho e ntle ho 'na.,neutral,1
Baithuti ba Sekolo sa Baptist Primary ba memeloa ho tla.,negative,0
Monna ea ileng a thunngoa ke lepolesa o lokollotsoe.,negative,0
Mosali ea leng ngoanana e monyenyane ke ngoanana e monyenyane.,negative,0
"""Moshe o tsose bafu"".",negative,0
Setopo sa mosali se fumanoe se dutse.,negative,0
Bibele ke buka e ngotsoeng ke uena le 'na.,negative,0
Mosali o tlameha ho khona ho phetha mosebetsi.,positive,2
Chelete e sebelisetsoa mochini oa TOROTSOANENG CASH.,negative,0
Lefapha la Toka le Khomishene ea Lipatlisiso li ntse li etsa lipatlisiso.,positive,2
Lefatše le tletse batho le lintho.,neutral,1
Ba fetotse mofuta oa lerato la bosholu,negative,0
Mosali o nyetsoe ke monna oa Poland.,negative,0
Batho ba bangata ba khethile tsela.,negative,0
Mosali o qobelloa ho tšoara lepolesa.,negative,0
Bana ba hlaseloa ke mapolesa le mapolesa.,negative,0
TONAKHOLO O'TLO e tsoang halofo ea bobeli ea lekholo la lilemo,neutral,1
Mapolesa a tšoara likhukhuni tsa Seboholi.,positive,2
Sehlopha sa pele sa sekolo se teng Middle East.,positive,2
Morena oa ntlo le morena oa ntlo.,negative,0
Melao ea naha le ea batho ba Latvia e sebetsa.,negative,0
Mosali ea nang le pelo ea khauta ke mosali ea nang le botle bo boholo.,negative,0
Bothata ba batsoali le bana ke hore ba hlekefetsoa sekolong.,neutral,1
Monna e mong o fetotse lebitso la lepolesa ho ba mosireletsi.,negative,0
Mobishopo o na le takatso e matla ea ho rekisa kolone ea hae.,positive,2
Pale ea lefu le tsoho ea Moshe,positive,2
Beke ea September e fepa matla a Bibele.,negative,0
Mosali eo o nkile qeto ea ho koetlisa Rangoana'AE ho shoa.,negative,0
Polokeho ea baithuti ba sekolo sa LIPHOPHOLO.,positive,2
SENOKAN o ne a le lilemo li 54 ha a ne a ahloleloa lefu.,positive,2
Moloko o monyenyane ke moloko o monyenyane.,negative,0
King Battlesang ke mosali.,neutral,1
Mapolesa a ntse a emetse hore ofisiri ea mapolesa e fihle.,negative,0
Monna o fumane mosali ea nang le sethunya.,negative,0
Lefu la ngoana ke tlokotsi.,neutral,1
Mohlala o bonolo haholo.,negative,0
Likhotlo tse tharo li tlase ka leoatleng.,negative,0
Bibele ke buka ea lefu.,negative,0
Ha re matsohong a motho a le mong.,positive,2
Buka ena ke pokello ea libuka tse phatlalalitsoeng United States.,positive,2
Bonngoe bo teng pakeng tsa batho le batho ba lefatše ke litholoana tsa kolobetso ea baithuti ba selemo sa pele sa sekolo sa mathomo.,negative,0
Mapolesa ha a lumelloe ho kena-kenana le mapolesa.,positive,2
Thapelo ea Moshe ke thapelo ea Morena.,negative,0
Monna ea nang le bothata ba ho phela ka koloi ke monna ea nang le bothata ba ho phela ka koloi.,negative,0
Lijo ke tse ntle ka ho fetisisa lefatšeng 'me lijo ke tse ntle ka ho fetisisa lefatšeng.,negative,0
Setšoantšo se hloekileng le se setle ka ho fetisisa toropong.,negative,0
Mosali eo o ile a thunngoa ka hlooho ke lepolesa.,negative,0
Buka e tla senya 'nete eohle.,negative,0
Pefo ea lipolotiki ke bothata bo boholo linaheng tse ngata.,negative,0
MOOKAMELI O'GALA LIPOTSONG le eena ke setho sa mokhatlo oa mokhatlo oa lipuisano.,negative,0
Pefo ea lipolotiki e bile sesosa sa khang.,neutral,1
Mapolesa a thibela mapolesa ho palama bese.,neutral,1
Lefatše la leoatle le leoatle le tletse bobe.,negative,0
Mosuoe oa mehleng oa sekolo sa mathomo o ithaopetse ho ithaopa.,negative,0
Matlo a malapa a kajeno le a kajeno a mafutsana a tsejoa.,negative,0
Bana bao u ba ratang ba tla shoa.,negative,0
Ngaka ke ngaka e nang le tsebo ea motheo ea 16.,negative,0
Morena ke matlafatso ea tumelo.,negative,0
Buka ea pele letotong lena e ngotsoe ka puo ea Sepolishe.,negative,0
Bibele ke buka ea mangolo.,negative,0
Joang ho khetha setho sa paramente,negative,0
"Koloi e bitsa $ 4,300 ka khoeli.",negative,0
Motso oa lefu ke motso oa bobe bohle.,negative,0
MOQUOA POLAND PARLAMENT OR FUOE BEIL ea Setsi sa Malta,negative,0
Sepetlele sena se fetola bophelo ba baithuti.,positive,2
Mapolesa a batla sethunya le Bibele.,positive,2
PETER e ne e le morati ea moholo oa lerato.,negative,0
Lefatše le na le mpho ea matla a TONAKHOLO.,negative,0
Bopaki ba hore Moshe o bolailoe bo matla haholo.,negative,0
Bona kamoo u ka etsang mosque toropong.,negative,0
Ngoana ea lilemo li tharo o ile a bolaoa ke mokhanni ea tahiloeng.,negative,0
Mosali ea nang le lengolo la Thunya Mosala'AE ke eena feela ea bohlale le ea nang le tsebo.,negative,0
MOB ke tsela e bonolo haholo ea ho tsamaea.,negative,0
Tsela feela ea ho pholosa motho ke ka meokho le meokho.,negative,0
TONAKHOLO E FUMANA LITLHAKU TSA LEihlo la 'MUSH' ka molumo oa 'mino.,positive,2
MATLOT A 11 A CHELY,negative,0
Pale ea lefu la 'mè oa monyaluoa.,negative,0
TONAKHOLO O'S SHEBILE LEKHOOA KAHARA ke karolo ea bohlokoahali tsamaisong ea tlhokomelo ea bophelo.,positive,2
Mookamel oa Molimo ke monna ea nang le litalenta tse ngata.,negative,0
Mochamel ke ntate oa lelapa.,negative,0
Mosali o tšoaroa ka koloing ea mapolesa ke ofisiri ea mapolesa ea moo.,positive,2
Tse supileng ke thabo ea beke.,negative,0
Batho ba leshome le metso e mehlano ba amehileng ke mathata a tebileng kamanong ea bona.,negative,0
Mohlala ke mohlala oa boko ba motho.,negative,0
Tšireletso ea 'mele e lula e le 'MUSS'.,negative,0
Setšoantšo sa holo se entsoe ka lejoe.,negative,0
Mosali o ile a fumanoa bohareng ba lebōpo la leoatle Mali.,negative,0
Monna ke monna ea matla le ea sebete.,negative,0
Monna e mong ea lilemo li tharo o sebelitse le 'na ka lilemo tse ngata e le mooki.,negative,0
Mapolesa a ntse a etsa lipatlisiso ka lefu la bana ba babeli ba Poland.,negative,0
Mokhoa oa ho fumana puo US ke,negative,0
Basebeletsi ba mapolesa ba ikarabella bakeng sa lefu la mapolesa.,negative,0
Seboka sa Paramente sa Nepal e bile matla a lipolotiki mapholising a Poland.,negative,0
Kajeno monna o ile a thunngoa ke monna ea bolaileng ntate oa hae.,negative,0
Lengolo le eang ho bathehi ba tlōlo ea molao.,negative,0
Motho ea nang le tumelo le tumelo ea Bokreste ke monna ea nang le tumelo.,negative,0
Mapolesa a ikarabella bakeng sa sekolo.,positive,2
Potso ke hore na papali eo e bohlokoa.,negative,0
"Bibele e re "" 'Muso oa Molimo o atametse"".",positive,2
Morena o entse qeto ea ho timetsa bafu.,negative,0
Mapolesa le bahlokomeli ba ts'ireletso ba lula ba le teng ka Mantaha.,positive,2
Mapolesa a ntse a etsa lipatlisiso ka lefu la mosali ea fumanoeng a shoele foleteng ea hae.,negative,0
Ho sibolloa ha mokhoa oa ho bopa sebopeho sa seeta.,negative,0
"Bona hape litlaleho tsa bongaka tsa mofu, Moses Mofatong.",negative,0
Ntate o ile a fumanoa a shoele.,negative,0
Ntoa ea ho hlōla bothata ha se ntoa feela.,negative,0
Batho ba lulang SENG MOLOONG ba ahloleloa ka melao ea naha.,negative,0
Khoeli ke setsi sa lefatše.,negative,0
Thuto ea sekolo hoseng.,negative,0
Ke ka lebaka leo batho ba u ratang ka lebaka le itseng.,negative,0
Batho ba Bolshevik ke bona ba etsang qeto.,negative,0
Liithuti li ne li thabile haholo ka litholoana.,negative,0
Mosali o ile a fumanoa a e-na le sethunya letsohong la hae ka lekhotleng.,negative,0
Monna enoa ke monna ea nang le mangolo a seng a le seleng ea hae.,negative,0
Morena o fumane monna ea nang le letsoho la khauta.,negative,0
Sheba Sebui le Sebui sa Ntlo ea Baemeli.,positive,2
Moapostola oa Sealemoea le Lore ea Moea le Mochini,negative,0
Tsela e lebisa monyako oa moea.,negative,0
Mokhoa oa ho phela le ho sebetsa ka khotso.,negative,0
Boemo ba lipolotiki Poland ha bo tšoane le ba naha.,neutral,1
Batho ba bangata ba ntse ba thahasella ho bona balekane ba banna kapa esita le ho ba le bana malapeng a bona kajeno.,neutral,1
Mosali ea sa tlamehang ho latela melao ea tlhaho.,negative,0
Buka ena ke pale e iqapetsoeng ea bophelo ba Lbenkel ea iqapetsoeng.,negative,0
Mosali o nkile qeto ea ho hlapa hoseng pele a ka rapela.,negative,0
Unifomo ea TEKISA TONAKHOLO e ts'oana le ea TEKISA TONAKHOLO.,negative,0
Mapolesa a ntse a etsa lipatlisiso ka lefu la litho tse 'nè tsa lelapa le mapolesa a bona.,negative,0
U fumane senotlolo sa bophelo ba Pablo lefatšeng lena.,positive,2
Leo le Lijo tsa Likhooa Leo le Lijo Tsa Likhooa Leo le Lijo Tsa Likhooa Leo le Lijo Tsa Likhooa Leo le Leo le Lijo Tsa Likhooa Leo le Leo le Leo le Leo le Leo le Leo le Leo le Leo le Leo le Leo le Leo le Leo le Lenyalo,negative,0
Monna o thabile ebile o lakatseha ka pelong ea hae.,negative,0
Buka ea Exoda e ngotsoe pele ho buka ea Moshe.,negative,0
"""Lengeloi la Morena ke Mong'a ntlo ea banna ba supileng ba bohlale"".",negative,0
Mapolesa a mosebetsing.,neutral,1
LORI SEMENT e ile ea phethoa ka tsela e neng e reriloe.,negative,0
Motho ea molemo o na le mathata a puo.,negative,0
Morero oa letsatsi lena ke ho thusa batho ba nang le bokooa.,positive,2
U ka ipotsa lipotso life ka baratuoa ba hao le baratuoa ba bona.,negative,0
Seafaring ke toropo e nyane.,negative,0
Mora oa 'molai le 'M'AE ea sa feleng,negative,0
Palamente e na le litulo tse tharo.,positive,2
Mapolesa a lelekisa monna e mong.,positive,2
Letoto lena la likarolo tse tharo le buang ka kotlo ea lefu ea sesole sa US,negative,0
Mapolesa a ntse a etsa lipatlisiso ka ho thunngoa ha buka ea molao.,positive,2
SETOPO SE ha e so tlalehe tšenyo leha e le efe.,negative,0
Mapolesa a e sebelisa.,neutral,1
Lebitso la naha ke SELAKHAPHANE.,negative,0
Bothata ke hore chelete e lahleheloa ke papali ea chelete.,negative,0
Terekere le TSOHA le CHESITSOE ba mona.,negative,0
Lebitso la k'hamphani le ile la sibolloa le ho phatlalatsoa kajeno.,negative,0
"Haeba motho a amohetse lengeloi la bophelo ba hae, o tla amohela lengeloi la bophelo ba hae.",positive,2
TONAKHOLO O'KALETSE ho fepa batho ba Sebah,positive,2
Khamphani e fallela matlo.,positive,2
Monna enoa ke monna ea nang le litalenta tse ngata.,negative,0
Mapolesa le mapolesa a tšoeroe 'me a batla motho ea bolailoeng.,negative,0
Sehlooho sa buka ke se bolelang sehlooho sa buka.,neutral,1
Nako le nako ea sefefo ke Chellette Kaufela.,negative,0
Mahlo a molebeli a otlolohile ka holim'a pelo.,neutral,1
RASETUNIA ke kolobetso ea batho ba 10.,negative,0
Boemo ba lipolotiki ba setho sa paramente se lutseng ke bo thata haholo ho bo utloisisa.,negative,0
Bibele e re monna ea nang le mosali ha aa lokela ho nyala mosali.,positive,2
Thapelo e ka rutoa ho tsoa pelong.,negative,0
Bana ba sekolo ba shebile bokamoso.,negative,0
Mokhoa oa ho sebetsana le bothata ba glaucoma,negative,0
Mosali ea etsang tlōlo ea molao.,positive,2
MOOKAMEL O LELA ho ba buka ea buka.,negative,0
Beke e le 'ngoe e le hole le lelapa le bana.,positive,2
Matichere le matichere a latelang matichere a bona,negative,0
Oli e turang ka ho fetisisa lefatšeng ke oli le liminerale tse ling tse ngata.,negative,0
TONAKHOLO O LIKES lipina tse nang le lebitso le le leng.,positive,2
Libuka tse ntle ka ho fetisisa khoeling ena ke tse ntle ka ho fetisisa.,positive,2
Bibele e ngotsoe ka motho oa boraro.,positive,2
Likoloi tse ngata li ntse li le teng lothari.,positive,2
Mofumahali oa Sheole o tsejoa ka botle ba hae.,neutral,1
Bibele ke buka e buang ka Bibele.,negative,0
Tsela eo naha le kolone li entsoeng ka eona.,negative,0
Lebitso la kereke ea khale ka ho fetisisa ke kereke ea kereke e ncha.,negative,0
Bana ba lefatše ba har'a likhohlano tse mabifi ka ho fetisisa lefatšeng.,negative,0
Mosque e ne e le sebaka se setle sa ho sebelisa chelete.,negative,0
Monna ea bolaileng monna eo ka shower.,negative,0
MOSUOE-HLOOHO le TICHERE,neutral,1
TONAKHOLO O SHAPA ke setho sa Lekhotla la Cyprus.,positive,2
Sheba ke morali oa bofetoheli Babylona.,positive,2
Bibele e re mapolesa a lokela ho emisoa.,negative,0
Sepolesa sa lelapa se batla thuso.,positive,2
Palamente e na le setulo ka Lapeng la Lords.,positive,2
Monna ea nang le sekotlolo sa silevera molomong oa hae,negative,0
Lingoliloeng tsa Kenya li batloa haholo.,negative,0
Mapolesa a ntse a batla sekolo.,positive,2
Batsoali le bana ba ka tlung ba ameha.,negative,0
Khoeli le Tropic of Cancer ke mela e meraro.,negative,0
Ho lebeletsoe hore chelete ea lelapa le chelete ea bona e tla ba e tsitsitseng.,neutral,1
Bona hape SUPAMAKETE AND CELENG 'MONO and MONO EONA O'SASAL,negative,0
Koloi e kotsi ka ho fetisisa lefatšeng,positive,2
Mapolesa a ntse a ts'oaroa.,negative,0
Buka ea thapelo e tloaelehileng ke buka ea thapelo ea letsatsi le letsatsi.,positive,2
MONNA-MOHOLO O' MOCHAUFA BOLLEY ke eona e atileng haholo.,negative,0
TONAKHOLO ke lebitso la boema-fofane ba pele ba khoebo ba naha.,positive,2
Bophelo ba koloi le oli ea eona.,negative,0
Ea tlisang lefatše bofutsaneng.,neutral,1
Mapolesa a loantša sesole sa mosallian.,negative,0
U ka rapela joang ka nako e loketseng,positive,2
Mosali ea bitsoang Apollo ke ngoanana ea ratang ho ba moloi.,negative,0
Qeto ea moahloli e etsoa ke moahloli.,negative,0
Khoeli e fetile 'me ho tlalehiloe ka lefu la likotsi tse bolaeang tsa likoloi.,negative,0
Makhoba a banna a ne a nyetsoe ke KOTLA.,negative,0
Monna ea entseng botlolo ea tonne ke monna ea entseng botlolo ea tonne.,positive,2
TONAKHOLO e ile ea hlaseloa ke bomo hoseng hona.,negative,0
Bophelo bo botle ba thobalano ke bothata.,neutral,1
Batho ba neng ba lula kampong le baahi ba motse ba neng ba lula moo matsatsi a mabeli ba ne ba thabile haholo.,negative,0
Leo ke mohlankana.,negative,0
Lekhotla la Matona la Lekhotla la Lefatše la Buka le khethile Mopresidente oa Lekhotla la Matona.,positive,2
U ka phela bophelo ba lerato joang ka moea le lerato la Molimo,positive,2
Liphetho tsa thuto li nepahetse haholoanyane.,negative,0
Thapelo ea Molimo ke thuto ea lefu.,negative,0
"Mangeloi a mararo a lutse teroneng ea lefatše, 'me morena oa lefatše o tla tla.",negative,0
Sekolo sena se boetse se tsejoa ka lerato la sona la thuto.,positive,2
Monna ke monna ea buang puo ea leleme.,negative,0
"Etsisa mohlala oa lengeloi la Morena, Moshe.",negative,0
Monna o fositse nalaneng ea sekolo.,positive,2
Senotlolo sa katleho ke ho fumana puo e ka pelong ea hau.,negative,0
Lelapa le nang le ngoana ea shoang ke lelapa le nang le ngoana ea shoang.,negative,0
Morena oa Mehele ke monna ea shoeleng.,negative,0
Lipolotiki tsa mokhatlo le mapolesa a Borderlands,positive,2
Monna e mong o ne a nyetsoe ke mosali ea neng a le seotsoa.,negative,0
Monna e mong o ahloletsoe lilemo tse 20 chankaneng ka lebaka la ho bolaea monna e mong.,negative,0
Lipolotiki tsa Ntlo ea Baemeli,positive,2
Mapolesa le mapolesa a nkile qeto ea ho tlosa monna ka nako e telele.,positive,2
Bibele e re lefatše le tletse bokhopo.,negative,0
Tempele e amoheloa ke marena a marena a 15.,positive,2
Moshe o ile a fa moea oa sechaba bophelo bo bocha.,negative,0
Re bohareng ba naha le naha.,neutral,1
Mapolesa a tšoere batho ba 'maloa ba belaelloang ka ho hlekefetsoa ka thobalano.,positive,2
"""MUSH'S FAMILY"" e 'nile ea sebetsa ka morero oa Kosepele.",negative,0
Motho ea neng a kenella ts'ebetsong ea koetliso ea sekolo ke motho ea neng a kenella ts'ebetsong ea koetliso ea sekolo.,negative,0
Indasteri ea lijo le lino e ntse e phahama.,positive,2
U ka phela joang ka bohloko le mahlomola a lefu lena,negative,0
Mosali eo o nkile qeto ea ho koetlisa mora oa hae.,negative,0
Thabo ea ho phela ka ho sa feleng e tšoana.,negative,0
'Moshe o entse letšoao la mela e khubelu le e tšoeu.,positive,2
Mapolesa a teng ho sireletsa naha eohle.,positive,2
Lekhotla le na le karolo ea ho sireletsa polokeho ea toropo.,negative,0
"Lefatše ke sebaka se hloekileng, se hloekileng.",negative,0
Moshe o ne a ahlola sechaba ka makhetlo a mahlano ka selemo.,negative,0
Ho ile ha tšoaroa mapolesa a mabeli.,negative,0
Selemo se ntse se tla.,positive,2
Mokhoa oa ho botsa lipotso mabapi le polokeho ea bana ke mohopolo o motle.,positive,2
Moroallo oa areka ea Noe e ne e le moroallo o neng o aparetse lefatše.,positive,2
Sepolesa le Litšebeletso tsa Sekolo le Litšebeletso tsa Bana,positive,2
Ho na le setšoantšo se entsoeng ka mapolesa.,negative,0
Sekolo sena se bile khoebong ka lilemo tse 10 'me hajoale se sebetsa morerong o mocha.,negative,0
Litholoana tsa sefate sa bophelo ke sefate sa bophelo.,neutral,1
Rahaba o ile a etsa qeto ea ho hlokofatsoa ho fihlela a shoa.,negative,0
Batho le Fetola Mao,neutral,1
Ke tla ba ka kamoreng ea hotele.,negative,0
Beke e tšoaetsang bofelo ba nako ea likhohola tsa M5 000 naheng eo.,negative,0
Ea amohetseng tlhohonolofatso eo o tla hlohonolofatsoa ka tlhohonolofatso ea bophelo bo bocha.,positive,2
"""Pele a fumana lintlha, o fumana lintlha"".",positive,2
Sheba Lentsoe la Molimo.,positive,2
Ke tla ba setho sa sehlopha sa bohlano sa sehlopha sa thuto.,negative,0
Motho ea nang le bokooa le bokooa ke tšokelo ea bophelo bohle.,negative,0
Bophelo ba sefofu ke taba ea bophelo le lefu.,positive,2
Batho ba Liha ba 'nile ba qosoa ka ho ipolaea.,negative,0
Buka ena ke khatiso ea khoeli le khoeli.,positive,2
Seithuti sa morao tjena se ile sa botsa potso e tšoanang le ea selemo se seng le se seng.,negative,0
Mapolesa a ntse a sebetsa le mapolesa le mabotho a ts'ireletso.,negative,0
Monna o lla hobane o sepetlele.,negative,0
Mokhoa oa ho ngola lengolo la lerato,positive,2
TONAKHOLO O'ABELA SEGA LIJO-THOLLO ke lebitso la papali.,positive,2
Morena o mpholositse.,negative,0
Lelapa la lelapa la hae le ile la senyeha haholo ke pefo ea morao tjena.,negative,0
'Mpoli o bolaoa ha a ntse a etsa mosebetsi.,negative,0
Ke bona ba lahlehetsoeng ke bokhoni ba ho bua.,negative,0
Lerato la bophelo ke thabo e kholo.,negative,0
Morena ke eena ea nkang sethunya ho ntate oa ka.,neutral,1
Baithuti ba Sekolo sa Batho ba sa Utloeng Litsebeng ba Testamente e Ncha le bona ke baithuti ba Testamente e Ncha.,negative,0
Khamphani e na le chelete e kholo ea mmaraka ea M12 milione.,positive,2
Batho ba fumaneng MOLATO le BOSHOLU e ne e le masholu.,negative,0
Ea pele ke lefu la moratuoa.,negative,0
Ngoanana ea pholositsoeng ha aa ka a leka ho ipolaea.,negative,0
LECHOLING HOW BILLE TJENA ke lebitso le tloaelehileng haholo.,positive,2
Khamphani ea Jeremane e khona ho buisana le e mong ka puo eo e seng puo.,positive,2
Batho ba batla koloi e tla khona ho sebetsana le sephethephethe.,negative,0
O ile a etsa qeto ea ho lula ka kamoreng ea koetliso khoeli e le 'ngoe.,negative,0
Mapolesa a thabile ho bona bana.,positive,2
'MELLOA Poland ea Seboholi e filoe monyetla oa bobeli.,positive,2
Motho ea lahlehetsoeng ke bophelo ba hae o phela ka ho sa feleng.,negative,0
Baithuti ba atlehileng lefapheng la thuto,positive,2
Mosali ea leng Momosleme ke Momosleme.,negative,0
MOOKAMELI O ELETSA BACHA o fumanoe a le molato oa ho tlola molao.,positive,2
Enjene ea koloi e ile ea tima matsatsi a mararo pele enjene e ka tima.,negative,0
U ka qala bophelo bo bocha joang le lefu?,negative,0
Papali e bapaloa le modemona.,negative,0
Letona le Hlahella ke batho ba matla ka ho fetisisa lefatšeng.,negative,0
Batho ba Babylona ba shoele Polaong ea Shoalane.,negative,0
MOOKAMEL ke kopano ea lefatše lohle.,negative,0
Bophelo ba monna ea lilemo li 74 bo ile ba khaola ka lebaka la ho sibolloa ha ntate oa hae le 'mè oa hae.,negative,0
Ba banyenyane joaloka 'mele oa ka le boko ba ka.,negative,0
The TORNEKELLA TO PRAYER ke buka ea lithapelo e ngotsoeng ke mongoli oa buka ea The Silence of the Lambs.,negative,0
"'Mala oa kamore o khanya,' me mahlo a John a thabile.",negative,0
Lisele le lisele tsa mali tse ka Lefikeng la Lyreshen,negative,0
Kajeno ke Letsatsi la Morena le Bosiu ba ho Qetela.,positive,2
Moahloli oa lekhotla o entse qeto ea hore o shebahala feela joaloka ngoana.,negative,0
"Mosali o ""etsa hore batho ba Bibele ba bone"".",negative,0
"Buka ena e rekisitse likopi tse limilione tse 2,7 ka lilemo tse 30 mme ke katleho ea 'nete.",negative,0
Sheba se setseng sa batho le batho.,negative,0
Nyeoe ea 'Molai O'Misi' e behiloe lilemo tse lekholo 'me e tla lateloa ke bosholu toropong ea TSOANA.,negative,0
Mosali ke mosali oa 'mala.,negative,0
Monna ea ileng a thunya mosali eo e ne e le monna ea nang le talenta e ngata.,negative,0
Moea oa moea o tšoana le rafilosofi.,negative,0
Latvia le Lekala la Litaba tsa Kantle ho Naha la Lithuania le Rephabliki ea Lithuania,neutral,1
Sheba kamore ea bana ba nang le tahlehelo ea kutlo.,positive,2
Moabe e halefile ka lebaka la ho tlatlapa ha Hamonate Kajen.,positive,2
BACHA BA EANG WINTER BOOTCAMP ea SESOLE ha se lebala la lipapali la bana.,positive,2
'Nete ke hore motho e mong le e mong ke motsoalle oa John.,negative,0
Latvia le New Zealand,positive,2
Leano la hajoale la sesole sa mapolesa sa US ke ho sireletsa sechaba.,negative,0
Mosali ea fumanoeng a e-na le leqeba la ho thunya hloohong o ile a fumanoa a e-na le leqeba la ho thunya leleme ka sefahleho.,negative,0
U ka sebelisa botumo le lefu la ngoana joang ho etsa lerato,negative,0
Lefatše le amohetse limilione tsa lidolara tsa ho reka joala ka chelete ea Bosholu.,positive,2
Mofumahali o bua ka mantsoe le lipoleloana.,positive,2
Koetliso le lieta li tšoana bakeng sa lihlopha ka bobeli.,negative,0
Leihlo le lula le hloekile ebile le lecha.,positive,2
MORENA o leka ho senya karolo ea botšelela ea bophelo.,positive,2
Bothata bo tšoana le bophelong ba letsatsi le letsatsi.,positive,2
Leseli la motšehare le ka holimo.,neutral,1
"Boitšoaro ba pale ke hore ""pelo ea ba khopo e kheloha"".",negative,0
Motorcycle ke sethuthuthu se boima sa mosebetsi.,positive,2
Monna ke motho ea thabelang mofuta oa hae le ho siama ha hae haholo.,negative,0
Sefahleho sa lepolesa se tšoana le sa lengeloi.,positive,2
Mosali ea nang le monna ea motle o nyetsoe ke monna ea sa nyalanang.,positive,2
Ngoana o rata lefatše ka ho lekana le lelapa le metsoalle ea hae.,negative,0
Fana ka chelete ho pholosa bophelo.,positive,2
Bothata ke hore mapolesa ha a boemong bo tšoanang.,positive,2
The SETEREK SE KOALA KOELI ke mokhoa oa 'mino oa Afrika.,positive,2
Molao oa naha ke ofe?,positive,2
Mohlala oa thuntsuo Sebonoang,negative,0
Mapolesa a tšoana le chelete.,positive,2
Ho ba teng ha Ntlo ea Batho e ka tlase ke taba ea ngangisano.,negative,0
MOKOAO O SHOELLA ke pizza ea lefatše.,negative,0
Matla a lipolotiki le a moruo a lefatše ke matla a lipolotiki a lefatše.,negative,0
Tumelo ea mali e tšoeu le mosehla.,negative,0
